ts_code,name,market,publisher,category,base_date,list_date,discovery_market
931326.CSI,1-3年江苏债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931327.CSI,1-3年山东债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931328.CSI,1-3年四川债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931329.CSI,1-3年湖南债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931330.CSI,1-3年贵州债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931331.CSI,1-3年河南债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931332.CSI,1-3年浙江债,CSI,中证指数有限公司,债券指数,20131231,20191018,CSI
931333.CSI,1-3年广东债,CSI,中证指数有限公司,债券指数,20131231,20191018,CSI
931334.CSI,1-3年河北债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931335.CSI,1-3年云南债,CSI,中证指数有限公司,债券指数,20151231,20191018,CSI
931336.CSI,1-5年地债,CSI,中证指数有限公司,债券指数,20131231,20191018,CSI
931337.CSI,原油CFI,CSI,中证指数有限公司,期货指数,20180326,20190827,CSI
931338.CSI,原油CFI(USD),CSI,中证指数有限公司,期货指数,20180326,20190827,CSI
931339.CSI,原油CFI(TWD),CSI,中证指数有限公司,期货指数,20180326,20190827,CSI
931340.CSI,中证转债平衡策略,CSI,中证指数有限公司,债券指数,20161231,20191115,CSI
931341.CSI,大湾区高质发展,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931342.CSI,大湾区高质发展HKD,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931343.CSI,大湾区价值蓝筹,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931344.CSI,大湾区价值蓝筹HKD,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931345.CSI,大湾区红利低波,CSI,中证指数有限公司,策略指数,20141231,20191018,CSI
931346.CSI,大湾区红利低波HKD,CSI,中证指数有限公司,策略指数,20141231,20191018,CSI
931347.CSI,大湾区科技领先,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931348.CSI,大湾区科技领先HKD,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931349.CSI,大湾区先进制造,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931350.CSI,大湾区先进制造HKD,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931351.CSI,大湾区消费升级,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931352.CSI,大湾区消费升级HKD,CSI,中证指数有限公司,主题指数,20141231,20191018,CSI
931353.CSI,CS科技,CSI,中证指数有限公司,主题指数,20081231,20191115,CSI
931354.CSI,CS消费,CSI,中证指数有限公司,主题指数,20081231,20191115,CSI
931355.CSI,CS周期,CSI,中证指数有限公司,主题指数,20081231,20191115,CSI
931356.CSI,民企创新,CSI,中证指数有限公司,主题指数,20091231,20191115,CSI
931357.CSI,优选消费50,CSI,中证指数有限公司,主题指数,20091231,20191115,CSI
931358.CSI,优选消费50HKD,CSI,中证指数有限公司,主题指数,20091231,20191115,CSI
931359.CSI,沪深300AUD(CNH),CSI,中证指数有限公司,规模指数,20041231,20190830,CSI
931360.CSI,铁路债券,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931361.CSI,铁路债券0-1,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931362.CSI,铁路债券1-3,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931363.CSI,铁路债券1-5,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931365.CSI,铁路债券3-5,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931366.CSI,铁路债券5-7,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931367.CSI,铁路债券5-10,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931368.CSI,铁路债券7-10,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931369.CSI,铁路债券10+,CSI,中证指数有限公司,债券指数,20111231,20191018,CSI
931370.CSI,交易所铁路债券,CSI,中证指数有限公司,债券指数,20111231,20191115,CSI
931371.CSI,品牌消费100,CSI,中证指数有限公司,策略指数,20081231,20191125,CSI
931372.CSI,浙江国资,CSI,中证指数有限公司,主题指数,20121231,20191209,CSI
931373.CSI,股息龙头,CSI,中证指数有限公司,策略指数,20131231,20191115,CSI
931374.CSI,交银理财长三角,CSI,中证指数有限公司、上海证券交易所,主题指数,20121231,20191022,CSI
931375.CSI,300质量低波,CSI,中证指数有限公司,策略指数,20041231,20191125,CSI
931376.CSI,泰康红利LV,CSI,中证指数有限公司,策略指数,20071231,20191128,CSI
931377.CSI,经济成长,CSI,中证指数有限公司、上海证券交易所,策略指数,20041231,20191226,CSI
931378.CSI,AH经济成长,CSI,中证指数有限公司、上海证券交易所,策略指数,20041231,20191226,CSI
931379.CSI,AH经济成长HKD,CSI,中证指数有限公司、上海证券交易所,策略指数,20041231,20191226,CSI
931380.CSI,科技50,CSI,中证指数有限公司,主题指数,20140630,20191125,CSI
931381.CSI,中证长三角,CSI,中证指数有限公司,主题指数,20121231,20191125,CSI
931382.CSI,智选300ESG领先,CSI,中证指数有限公司,主题指数,20151231,20191125,CSI
931383.CSI,CS医药50,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20191226,CSI
931384.CSI,300美元对冲2,CSI,中证指数有限公司,策略指数,20101231,20191115,CSI
931385.CSI,500美元对冲2,CSI,中证指数有限公司,策略指数,20101231,20191115,CSI
931386.CSI,1000美元对冲2,CSI,中证指数有限公司,策略指数,20101231,20191115,CSI
931387.CSI,300瑞郎对冲,CSI,中证指数有限公司,策略指数,20101231,20191115,CSI
931388.CSI,智选AAA短期公司债,CSI,中证指数有限公司,债券指数,20151231,20191125,CSI
931389.CSI,300波控3,CSI,中证指数有限公司,多资产指数,20041231,20191115,CSI
931390.CSI,500波控3,CSI,中证指数有限公司,多资产指数,20041231,20191115,CSI
931391.CSI,红利波控3,CSI,中证指数有限公司,多资产指数,20051230,20191115,CSI
931392.CSI,转债50,CSI,中证指数有限公司、上海证券交易所,债券指数,20111230,20200114,CSI
931392CNY030.CSI,转债50(全),CSI,中证指数有限公司、上海证券交易所,债券指数,20111230,20260105,CSI
931393.CSI,湖北指数,CSI,中证指数有限公司,主题指数,20121231,20200204,CSI
931394.CSI,信息科技50,CSI,中证指数有限公司,策略指数,20141231,20200123,CSI
931395.CSI,沪港深300,CSI,中证指数有限公司、上海证券交易所,规模指数,20141114,20200114,CSI
931396.CSI,沪港深300HKD,CSI,中证指数有限公司、上海证券交易所,规模指数,20141114,20200114,CSI
931397.CSI,A股通50,CSI,中证指数有限公司,主题指数,20170331,20200220,CSI
931398.CSI,A股通100,CSI,中证指数有限公司,主题指数,20170331,20200220,CSI
931399.CSI,中信债股稳健,CSI,中证指数有限公司,多资产指数,20081231,20191125,CSI
931400.CSI,中信债股进取,CSI,中证指数有限公司,多资产指数,20081231,20191125,CSI
931401.CSI,香港30,CSI,中证指数有限公司,规模指数,20041231,20231121,CSI
931401CNY200.CSI,香港30CNY,CSI,中证指数有限公司,规模指数,20041231,20231121,CSI
931401CNY210.CSI,香港30(全)CNY,CSI,中证指数有限公司,规模指数,20041231,20231121,CSI
931401HKD210.CSI,香港30(全),CSI,中证指数有限公司,规模指数,20041231,20231121,CSI
931402.CSI,证券先锋,CSI,中证指数有限公司、上海证券交易所,策略指数,20131231,20200114,CSI
931403.CSI,品牌工程,CSI,中证指数有限公司、上海证券交易所,主题指数,20170825,20200114,CSI
931404.CSI,SHS品牌消费50,CSI,中证指数有限公司,主题指数,20091231,20200220,CSI
931405.CSI,SHS品牌消费50HKD,CSI,中证指数有限公司,主题指数,20091231,20200220,CSI
931406.CSI,5G50,CSI,中证指数有限公司,主题指数,20151231,20200220,CSI
931407.CSI,全球金矿,CSI,中证指数有限公司,主题指数,20141114,20200220,CSI
931408.CSI,全球金矿USD,CSI,中证指数有限公司,主题指数,20141114,20200220,CSI
931409.CSI,SHS创新药,CSI,中证指数有限公司,主题指数,20141231,20200220,CSI
931410.CSI,SHS创新药HKD,CSI,中证指数有限公司,主题指数,20141231,20200220,CSI
931411.CSI,中证华泰证券转债价值,CSI,中证指数有限公司,债券指数,20161231,20200220,CSI
931412.CSI,证券公司30,CSI,中证指数有限公司,主题指数,20131231,20200220,CSI
931413.CSI,全球金矿主题,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931413CNY210.CSI,全球金矿主题(全),CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931413HKD200.CSI,全球金矿主题HKD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931413HKD210.CSI,全球金矿主题(全)HKD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931413USD200.CSI,全球金矿主题USD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931413USD210.CSI,全球金矿主题(全)USD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931414.CSI,长三角地债,CSI,中证指数有限公司,债券指数,20131231,20200313,CSI
931415.CSI,江苏债,CSI,中证指数有限公司,债券指数,20141231,20200313,CSI
931416.CSI,山东债,CSI,中证指数有限公司,债券指数,20141231,20200313,CSI
931417.CSI,四川债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931418.CSI,湖南债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931419.CSI,贵州债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931420.CSI,河南债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931421.CSI,浙江债,CSI,中证指数有限公司,债券指数,20131231,20200313,CSI
931422.CSI,广东债,CSI,中证指数有限公司,债券指数,20131231,20200313,CSI
931423.CSI,河北债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931424.CSI,云南债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931425.CSI,安徽债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931426.CSI,福建债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931427.CSI,湖北债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931428.CSI,辽宁债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931429.CSI,内蒙古债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931430.CSI,1-5年安徽债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931431.CSI,1-5年福建债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931432.CSI,1-5年湖北债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931433.CSI,1-5年辽宁债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931434.CSI,1-5年内蒙古债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931435.CSI,1-3年安徽债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931436.CSI,1-3年福建债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931437.CSI,1-3年湖北债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931438.CSI,1-3年辽宁债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931439.CSI,1-3年内蒙古债,CSI,中证指数有限公司,债券指数,20151231,20200313,CSI
931440.CSI,创新药30,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200421,CSI
931441.CSI,AI50,CSI,中证指数有限公司,主题指数,20121231,20200506,CSI
931442.CSI,SHS科技100,CSI,中证指数有限公司、上海证券交易所,主题指数,20141114,20200421,CSI
931443.CSI,SHS科技100HKD,CSI,中证指数有限公司、上海证券交易所,主题指数,20141114,20200421,CSI
931444.CSI,SHS高股息100,CSI,中证指数有限公司、上海证券交易所,主题指数,20141114,20200421,CSI
931445.CSI,SHS高股息100HKD,CSI,中证指数有限公司、上海证券交易所,主题指数,20141114,20200421,CSI
931446.CSI,东证红利低波,CSI,中证指数有限公司、上海证券交易所,策略指数,20091231,20200421,CSI
931447.CSI,科技先锋,CSI,中证指数有限公司、上海证券交易所,主题指数,20140630,20200421,CSI
931448.CSI,平安恒定风险,CSI,中证指数有限公司,多资产指数,20141231,20200123,CSI
931449CNY120.CSI,港股通AI人民币中间价(净),CSI,中证指数有限公司,主题指数,20211231,20240313,CSI
931449CNY220.CSI,港股通AI(净)CNY,CSI,中证指数有限公司,主题指数,20211231,20240313,CSI
931449HKD220.CSI,港股通AI(净),CSI,中证指数有限公司,主题指数,20211231,20240313,CSI
931450.CSI,新能车主题,CSI,中证指数有限公司,主题指数,20141231,20240826,CSI
931450CNY010.CSI,新能车主题全收益,CSI,中证指数有限公司,主题指数,20141231,20240826,CSI
931450CNY020.CSI,新能车主题净收益,CSI,中证指数有限公司,主题指数,20141231,20240826,CSI
931451.CSI,五矿金属矿业,CSI,中证指数有限公司,主题指数,20201231,20240628,CSI
931451CNY010.CSI,五矿金属矿业全收益,CSI,中证指数有限公司,主题指数,20201231,20240628,CSI
931451CNY020.CSI,五矿金属矿业净收益,CSI,中证指数有限公司,主题指数,20201231,20240628,CSI
931452.CSI,大湾区质量成长均衡,CSI,中证指数有限公司,主题指数,20161230,20200313,CSI
931453.CSI,大湾区质量成长均衡HKD,CSI,中证指数有限公司,主题指数,20161230,20200313,CSI
931454.CSI,港股通消费,CSI,中证指数有限公司,主题指数,20141114,20200306,CSI
931454CNY100.CSI,港股通消费人民币中间价,CSI,中证指数有限公司,主题指数,20141114,20250801,CSI
931454CNY110.CSI,港股通消费人民币中间价(全),CSI,中证指数有限公司,主题指数,20141114,20250801,CSI
931454CNY120.CSI,港股通消费人民币中间价(净),CSI,中证指数有限公司,主题指数,20141114,20250801,CSI
931455.CSI,港股通消费CNY,CSI,中证指数有限公司,主题指数,20141114,20200306,CSI
931456.CSI,中国教育,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200421,CSI
931457.CSI,中国教育HKD,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200421,CSI
931458.CSI,中国教育USD,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200421,CSI
931459.CSI,中证800USD,CSI,中证指数有限公司,规模指数,20041231,20200311,CSI
931460.CSI,中证1000USD,CSI,中证指数有限公司,规模指数,20041231,20200311,CSI
931461.CSI,电子50,CSI,中证指数有限公司,主题指数,20081231,20090722,CSI
931462.CSI,SHS中国教育HKD,CSI,中证指数有限公司,主题指数,20141231,20150731,CSI
931463.CSI,300ESG,CSI,中证指数有限公司,主题指数,20170630,20200430,CSI
931465.CSI,300ESG领先,CSI,中证指数有限公司,主题指数,20170630,20200430,CSI
931466.CSI,300ESG价值,CSI,中证指数有限公司,策略指数,20170630,20200430,CSI
931467.CSI,医药龙头,CSI,中证指数有限公司、上海证券交易所,主题指数,20121231,20200521,CSI
931468.CSI,红利质量,CSI,中证指数有限公司、上海证券交易所,策略指数,20041231,20200521,CSI
931469.CSI,云计算50,CSI,中证指数有限公司,主题指数,20141231,20200612,CSI
931470.CSI,SHS云计算,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200421,CSI
931471.CSI,SHS云计算HKD,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200421,CSI
931472.CSI,7-10年国开债L,CSI,中证指数有限公司、国家开发银行,债券指数,20131231,20200717,CSI
931473.CSI,民企50,CSI,中证指数有限公司,主题指数,20101231,20231109,CSI
931473CNY010.CSI,民企50全收益,CSI,中证指数有限公司,主题指数,20101231,20231109,CSI
931474.CSI,SHS地产龙头,CSI,中证指数有限公司,主题指数,20141114,20150313,CSI
931475.CSI,SHS地产龙头HKD,CSI,中证指数有限公司,主题指数,20141114,20150313,CSI
931476.CSI,ESG120策略,CSI,中证指数有限公司,策略指数,20170630,20200430,CSI
931477.CSI,华夏银行ESG,CSI,中证指数有限公司,策略指数,20170630,20200430,CSI
931478.CSI,苏州绿色发展,CSI,中证指数有限公司,主题指数,20170630,20200925,CSI
931479.CSI,证券保险,CSI,中证指数有限公司,行业指数,20151231,20200506,CSI
931480.CSI,线上消费,CSI,中证指数有限公司,主题指数,20141231,20200506,CSI
931481.CSI,SHS线上消费,CSI,中证指数有限公司,主题指数,20141231,20200506,CSI
931482.CSI,SHS线上消费HKD,CSI,中证指数有限公司,主题指数,20141231,20200506,CSI
931483.CSI,电子科技50,CSI,中证指数有限公司,主题指数,20141231,20200612,CSI
931484.CSI,CS医药创新,CSI,中证指数有限公司,主题指数,20141231,20200506,CSI
931485.CSI,MG沪港深120,CSI,中证指数有限公司,策略指数,20141114,20200506,CSI
931486.CSI,MG沪港深120HKD,CSI,中证指数有限公司,策略指数,20141114,20200506,CSI
931487.CSI,SHS人工智能50,CSI,中证指数有限公司,主题指数,20141231,20200506,CSI
931488.CSI,SHS人工智能50HKD,CSI,中证指数有限公司,主题指数,20141231,20200506,CSI
931489.CSI,A股通策略,CSI,中证指数有限公司、上海证券交易所,策略指数,20170331,20200521,CSI
931490.CSI,中证中财-苏农长三角ESG债券,CSI,中证指数有限公司,债券指数,20180630,20200925,CSI
931491.CSI,5G100,CSI,中证指数有限公司,主题指数,20151231,20200612,CSI
931492.CSI,SHS5G100,CSI,中证指数有限公司,主题指数,20151231,20200612,CSI
931492HKD.CSI,SHS5G100HKD,CSI,中证指数有限公司,主题指数,20151231,20200612,CSI
931493.CSI,精选市场金矿,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931493CNY210.CSI,精选市场金矿(全),CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931493HKD200.CSI,精选市场金矿HKD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931493HKD210.CSI,精选市场金矿(全)HKD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931493USD200.CSI,精选市场金矿USD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931493USD210.CSI,精选市场金矿(全)USD,CSI,中证指数有限公司,主题指数,20141231,20231101,CSI
931494.CSI,消费电子,CSI,中证指数有限公司,主题指数,20121231,20200612,CSI
931495.CSI,工业互联,CSI,中证指数有限公司,主题指数,20141231,20200708,CSI
931496.CSI,交银理财大湾区,CSI,中证指数有限公司,策略指数,20141231,20200610,CSI
931496HKD.CSI,交银理财大湾区HKD,CSI,中证指数有限公司,策略指数,20141231,20200610,CSI
931497.CSI,沪港深新基建,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200707,CSI
931497HKD.CSI,沪港深新基建HKD,CSI,中证指数有限公司、上海证券交易所,主题指数,20141231,20200707,CSI
931498.CSI,行业潜力,CSI,中证指数有限公司、上海证券交易所,策略指数,20081231,20141113,CSI
931498CNY01.CSI,行业潜力全收益,CSI,中证指数有限公司、上海证券交易所,策略指数,20081231,20141113,CSI
931499.CSI,长三角信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931500.CSI,京津冀信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931501.CSI,大湾区信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931502.CSI,北京信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931503.CSI,上海信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931504.CSI,天津信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931505.CSI,江苏信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931506.CSI,广东信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931508.CSI,浙江信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931509.CSI,福建信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931510.CSI,湖北信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931511.CSI,四川信用债,CSI,中证指数有限公司,债券指数,20141231,20200701,CSI
931512.CSI,周期50,CSI,中证指数有限公司,主题指数,20041231,20200717,CSI
931513.CSI,公共卫生,CSI,中证指数有限公司、上海证券交易所,主题指数,20121231,20200707,CSI
931514.CSI,央企25债,CSI,中证指数有限公司,债券指数,20131231,20200701,CSI
931515.CSI,0-5年央企25,CSI,中证指数有限公司,债券指数,20131231,20200701,CSI
931516.CSI,3-7年央企25,CSI,中证指数有限公司,债券指数,20131231,20200701,CSI
931517.CSI,0-3年银行50金融债,CSI,中证指数有限公司,债券指数,20131231,20200701,CSI
931518.CSI,0-5年银行50金融债,CSI,中证指数有限公司,债券指数,20131231,20200701,CSI
931519.CSI,3-7年银行50金融债,CSI,中证指数有限公司,债券指数,20131231,20200701,CSI
931520.CSI,科技50领先,CSI,中证指数有限公司,策略指数,20141231,20200717,CSI
931521.CSI,智选航空航天科技,CSI,中证指数有限公司,主题指数,20121231,20200708,CSI
931522.CSI,央企新动能,CSI,中证指数有限公司,主题指数,20141231,20200701,CSI
931523.CSI,SHS动漫游戏,CSI,中证指数有限公司,主题指数,20141114,20200708,CSI
931523HKD.CSI,SHS动漫游戏HKD,CSI,中证指数有限公司,主题指数,20141114,20200708,CSI
931524.CSI,SHS科技龙头,CSI,中证指数有限公司,主题指数,20141114,20200716,CSI
931524HKD.CSI,SHS科技龙头HKD,CSI,中证指数有限公司,主题指数,20141114,20200716,CSI
931525.CSI,兴业证券ESG盈利100,CSI,中证指数有限公司,主题指数,20170630,20200806,CSI
931526.CSI,企业核心竞争力50,CSI,中证指数有限公司,主题指数,20170630,20200824,CSI
931527.CSI,招银理财期限结构,CSI,中证指数有限公司,期货指数,20090331,20200708,CSI
931528.CSI,光伏设备行业,CSI,中证指数有限公司,行业指数,20211231,20210824,CSI
931528CNY010.CSI,光伏设备行业全收益,CSI,中证指数有限公司,行业指数,20211231,20210824,CSI
931529.CSI,国企数字经济,CSI,中证指数有限公司,主题指数,20161230,20230804,CSI
931529CNY010.CSI,国企数字经济全收益,CSI,中证指数有限公司,主题指数,20161230,20230804,CSI
931530.CSI,内地企业能源,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931530CNY01.CSI,内地企业能源(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931530HKD00.CSI,内地企业能源HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931530HKD01.CSI,内地企业能源(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931530USD00.CSI,内地企业能源USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931530USD01.CSI,内地企业能源(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931531.CSI,内地企业材料,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931531CNY01.CSI,内地企业材料(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931531HKD00.CSI,内地企业材料HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931531HKD01.CSI,内地企业材料(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931531USD00.CSI,内地企业材料USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931531USD01.CSI,内地企业材料(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931532.CSI,内地企业工业,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931532CNY01.CSI,内地企业工业(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931532HKD00.CSI,内地企业工业HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931532HKD01.CSI,内地企业工业(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931532USD00.CSI,内地企业工业USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931532USD01.CSI,内地企业工业(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931533.CSI,内地企业可选,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931533CNY01.CSI,内地企业可选(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931533HKD00.CSI,内地企业可选HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931533HKD01.CSI,内地企业可选(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931533USD00.CSI,内地企业可选USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931533USD01.CSI,内地企业可选(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931534.CSI,内地企业消费,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931534CNY01.CSI,内地企业消费(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931534HKD00.CSI,内地企业消费HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931534HKD01.CSI,内地企业消费(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931534USD00.CSI,内地企业消费USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931534USD01.CSI,内地企业消费(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931535.CSI,内地企业医药,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931535CNY01.CSI,内地企业医药(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931535HKD00.CSI,内地企业医药HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931535HKD01.CSI,内地企业医药(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931535USD00.CSI,内地企业医药USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931535USD01.CSI,内地企业医药(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931536.CSI,内地企业金融,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931536CNY01.CSI,内地企业金融(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931536HKD00.CSI,内地企业金融HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931536HKD01.CSI,内地企业金融(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931536USD00.CSI,内地企业金融USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931536USD01.CSI,内地企业金融(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931537.CSI,内地企业信息,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931537CNY01.CSI,内地企业信息(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931537HKD00.CSI,内地企业信息HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931537HKD01.CSI,内地企业信息(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931537USD00.CSI,内地企业信息USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931537USD01.CSI,内地企业信息(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931538.CSI,内地企业通信,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931538CNY01.CSI,内地企业通信(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931538HKD00.CSI,内地企业通信HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931538HKD01.CSI,内地企业通信(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931538USD00.CSI,内地企业通信USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931538USD01.CSI,内地企业通信(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931539.CSI,内地企业公用,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931539CNY01.CSI,内地企业公用(全),CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931539HKD00.CSI,内地企业公用HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931539HKD01.CSI,内地企业公用(全)HKD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931539USD00.CSI,内地企业公用USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931539USD01.CSI,内地企业公用(全)USD,CSI,中证指数有限公司,行业指数,20041231,20141017,CSI
931540.CSI,中国1000能源,CSI,中证指数有限公司,行业指数,20041231,20160510,CSI
