ts_code,name,market,publisher,category,base_date,list_date,discovery_market
932241CNY060.CSI,交易所信息技术信用债(税),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932242.CSI,交易所通信服务信用债,CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932242CNY040.CSI,交易所通信服务信用债(净),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932242CNY050.CSI,交易所通信服务信用债(利),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932242CNY060.CSI,交易所通信服务信用债(税),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932243.CSI,交易所公用事业信用债,CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932243CNY040.CSI,交易所公用事业信用债(净),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932243CNY050.CSI,交易所公用事业信用债(利),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932243CNY060.CSI,交易所公用事业信用债(税),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932244.CSI,交易所房地产信用债,CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932244CNY040.CSI,交易所房地产信用债(净),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932244CNY050.CSI,交易所房地产信用债(利),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932244CNY060.CSI,交易所房地产信用债(税),CSI,中证指数有限公司,债券指数,20161230,20231211,CSI
932245.CSI,沪深港生物科技主题,CSI,中证指数有限公司,主题指数,20181228,20250117,CSI
932245CNY100.CSI,沪深港生物科技主题CNYCPR,CSI,中证指数有限公司,主题指数,20181228,20250117,CSI
932245CNY110.CSI,沪深港生物科技主题CNYCPR(全),CSI,中证指数有限公司,主题指数,20181228,20250117,CSI
932245CNY200.CSI,沪深港生物科技主题CNY,CSI,中证指数有限公司,主题指数,20181228,20250117,CSI
932245CNY210.CSI,沪深港生物科技主题(全)CNY,CSI,中证指数有限公司,主题指数,20181228,20250117,CSI
932245HKD210.CSI,沪深港生物科技主题(全),CSI,中证指数有限公司,主题指数,20181228,20250117,CSI
932246.CSI,储能电池,CSI,中证指数有限公司,主题指数,20141231,20220708,CSI
932246CNY010.CSI,储能电池全收益,CSI,中证指数有限公司,主题指数,20141231,20220708,CSI
932247.CSI,AAA绿债,CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932247CNY040.CSI,AAA绿债(净),CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932247CNY050.CSI,AAA绿债(利),CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932247CNY060.CSI,AAA绿债(税),CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932248.CSI,高等级绿债,CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932248CNY040.CSI,高等级绿债(净),CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932248CNY050.CSI,高等级绿债(利),CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932248CNY060.CSI,高等级绿债(税),CSI,中证指数有限公司,债券指数,20161230,20240628,CSI
932250.CSI,北银理财央企应收账款ABS,CSI,中证指数有限公司,债券指数,20171229,20240426,CSI
932250CNY040.CSI,北银理财央企应收账款ABS(净),CSI,中证指数有限公司,债券指数,20171229,20240426,CSI
932250CNY050.CSI,北银理财央企应收账款ABS(利),CSI,中证指数有限公司,债券指数,20171229,20240426,CSI
932250CNY060.CSI,北银理财央企应收账款ABS(税),CSI,中证指数有限公司,债券指数,20171229,20240426,CSI
932251.CSI,智选价值领先50,CSI,中证指数有限公司,策略指数,20141231,20250731,CSI
932251CNY010.CSI,智选价值领先50全收益,CSI,中证指数有限公司,策略指数,20141231,20250731,CSI
932251CNY020.CSI,智选价值领先50净收益,CSI,中证指数有限公司,策略指数,20141231,20250731,CSI
932253.CSI,港股通生物科技,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932253CNY100.CSI,港股通生物科技人民币中间价,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932253CNY110.CSI,港股通生物科技人民币中间价(全),CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932253CNY200.CSI,港股通生物科技CNY,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932253CNY210.CSI,港股通生物科技(全)CNY,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932253HKD210.CSI,港股通生物科技(全),CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932254.CSI,质量红利50,CSI,中证指数有限公司,策略指数,20161230,20240401,CSI
932254CNY010.CSI,质量红利50全收益,CSI,中证指数有限公司,策略指数,20161230,20240401,CSI
932254CNY020.CSI,质量红利50净收益,CSI,中证指数有限公司,策略指数,20161230,20240401,CSI
932255.CSI,A500红利增长,CSI,中证指数有限公司,策略指数,20131231,20250409,CSI
932255CNY010.CSI,A500红利增长全收益,CSI,中证指数有限公司,策略指数,20131231,20250409,CSI
932255CNY020.CSI,A500红利增长净收益,CSI,中证指数有限公司,策略指数,20131231,20250409,CSI
932256.CSI,工业金属50,CSI,中证指数有限公司,主题指数,20141231,20240112,CSI
932256CNY010.CSI,工业金属50全收益,CSI,中证指数有限公司,主题指数,20141231,20240112,CSI
932257.CSI,国新央企小盘,CSI,中证指数有限公司,主题指数,20161230,20240329,CSI
932257CNY010.CSI,国新央企小盘全收益,CSI,中证指数有限公司,主题指数,20161230,20240329,CSI
932257CNY020.CSI,国新央企小盘净收益,CSI,中证指数有限公司,主题指数,20161230,20240329,CSI
932258.CSI,亚洲新兴市场科技USD,CSI,中证指数有限公司,主题指数,20121231,20240102,CSI
932259.CSI,智选1000质量均衡,CSI,中证指数有限公司,策略指数,20141231,20241210,CSI
932259CNY010.CSI,智选1000质量均衡全收益,CSI,中证指数有限公司,策略指数,20141231,20241210,CSI
932259CNY020.CSI,智选1000质量均衡净收益,CSI,中证指数有限公司,策略指数,20141231,20241210,CSI
932260.CSI,港股生物科技,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932260CNY100.CSI,港股生物科技人民币中间价,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932260CNY110.CSI,港股生物科技人民币中间价(全),CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932260CNY200.CSI,港股生物科技CNY,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932260CNY210.CSI,港股生物科技(全)CNY,CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932260HKD210.CSI,港股生物科技(全),CSI,中证指数有限公司,主题指数,20181228,20240606,CSI
932262.CSI,中信银行生物多样性信用债,CSI,中证指数有限公司,债券指数,20201231,20240920,CSI
932262CNY040.CSI,中信银行生物多样性信用债(净),CSI,中证指数有限公司,债券指数,20201231,20240920,CSI
932262CNY050.CSI,中信银行生物多样性信用债(利),CSI,中证指数有限公司,债券指数,20201231,20240920,CSI
932262CNY060.CSI,中信银行生物多样性信用债(税),CSI,中证指数有限公司,债券指数,20201231,20240920,CSI
932263.CSI,苏州园区,CSI,中证指数有限公司,主题指数,20181231,20240318,CSI
932263CNY210.CSI,苏州园区(全),CSI,中证指数有限公司,主题指数,20181231,20240318,CSI
932263CNY220.CSI,苏州园区(净),CSI,中证指数有限公司,主题指数,20181231,20240318,CSI
932265.CSI,黄金股票,CSI,中证指数有限公司,主题指数,20141231,20240112,CSI
932265CNY010.CSI,黄金股票全收益,CSI,中证指数有限公司,主题指数,20141231,20240112,CSI
932265CNY020.CSI,黄金股票净收益,CSI,中证指数有限公司,主题指数,20141231,20240112,CSI
932266.CSI,国企战略新兴,CSI,中证指数有限公司,主题指数,20161230,20240702,CSI
932266CNY010.CSI,国企战略新兴全收益,CSI,中证指数有限公司,主题指数,20161230,20240702,CSI
932268.CSI,港股通电力设备,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932268CNY100.CSI,港股通电力设备人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932268CNY110.CSI,港股通电力设备人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932268CNY200.CSI,港股通电力设备CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932268CNY210.CSI,港股通电力设备(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932268HKD210.CSI,港股通电力设备(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932269.CSI,港股通汽车汽配,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932269CNY100.CSI,港股通汽车汽配人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932269CNY110.CSI,港股通汽车汽配人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932269CNY200.CSI,港股通汽车汽配CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932269CNY210.CSI,港股通汽车汽配(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932269HKD210.CSI,港股通汽车汽配(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932270.CSI,港股通零售业,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932270CNY100.CSI,港股通零售业人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932270CNY110.CSI,港股通零售业人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932270CNY200.CSI,港股通零售业CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932270CNY210.CSI,港股通零售业(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932270HKD210.CSI,港股通零售业(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932271.CSI,港股通医疗,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932271CNY100.CSI,港股通医疗人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932271CNY110.CSI,港股通医疗人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932271CNY200.CSI,港股通医疗CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932271CNY210.CSI,港股通医疗(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932271HKD210.CSI,港股通医疗(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932272.CSI,港股通计算机,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932272CNY100.CSI,港股通计算机人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932272CNY110.CSI,港股通计算机人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932272CNY200.CSI,港股通计算机CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932272CNY210.CSI,港股通计算机(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932272HKD210.CSI,港股通计算机(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932273.CSI,港股通医疗器械,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932273CNY100.CSI,港股通医疗器械人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932273CNY110.CSI,港股通医疗器械人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932273CNY200.CSI,港股通医疗器械CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932273CNY210.CSI,港股通医疗器械(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932273HKD210.CSI,港股通医疗器械(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932274.CSI,港股通生物药品,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932274CNY100.CSI,港股通生物药品人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932274CNY110.CSI,港股通生物药品人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932274CNY200.CSI,港股通生物药品CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932274CNY210.CSI,港股通生物药品(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932274HKD210.CSI,港股通生物药品(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932275.CSI,港股通信息服务,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932275CNY100.CSI,港股通信息服务人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932275CNY110.CSI,港股通信息服务人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932275CNY200.CSI,港股通信息服务CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932275CNY210.CSI,港股通信息服务(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932275HKD210.CSI,港股通信息服务(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932276.CSI,H300医药,CSI,中证指数有限公司,行业指数,20041231,20240308,CSI
932276CNY200.CSI,H300医药CNY,CSI,中证指数有限公司,行业指数,20041231,20240308,CSI
932276CNY210.CSI,H300医药(全)CNY,CSI,中证指数有限公司,行业指数,20041231,20240308,CSI
932276HKD210.CSI,H300医药(全),CSI,中证指数有限公司,行业指数,20041231,20240308,CSI
932277.CSI,H300汽车汽配,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932277CNY100.CSI,H300汽车汽配人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932277CNY110.CSI,H300汽车汽配人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932277CNY200.CSI,H300汽车汽配CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932277CNY210.CSI,H300汽车汽配(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932277HKD210.CSI,H300汽车汽配(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932278.CSI,H300计算机,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932278CNY100.CSI,H300计算机人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932278CNY110.CSI,H300计算机人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932278CNY200.CSI,H300计算机CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932278CNY210.CSI,H300计算机(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932278HKD210.CSI,H300计算机(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932279.CSI,H300电子,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932279CNY100.CSI,H300电子人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932279CNY110.CSI,H300电子人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932279CNY200.CSI,H300电子CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932279CNY210.CSI,H300电子(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932279HKD210.CSI,H300电子(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932280.CSI,H300医疗商业,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932280CNY100.CSI,H300医疗商业人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932280CNY110.CSI,H300医疗商业人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932280CNY200.CSI,H300医疗商业CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932280CNY210.CSI,H300医疗商业(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932280HKD210.CSI,H300医疗商业(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932281.CSI,H300生物药品,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932281CNY100.CSI,H300生物药品人民币中间价,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932281CNY110.CSI,H300生物药品人民币中间价(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932281CNY200.CSI,H300生物药品CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932281CNY210.CSI,H300生物药品(全)CNY,CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932281HKD210.CSI,H300生物药品(全),CSI,中证指数有限公司,行业指数,20211231,20240308,CSI
932282.CSI,投资级公司信用债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932282CNY040.CSI,投资级公司信用债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932282CNY050.CSI,投资级公司信用债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932282CNY060.CSI,投资级公司信用债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932283.CSI,投资级公司AAA信用债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932283CNY040.CSI,投资级公司AAA信用债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932283CNY050.CSI,投资级公司AAA信用债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932283CNY060.CSI,投资级公司AAA信用债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932284.CSI,短期投资级公司AAA信用债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932284CNY040.CSI,短期投资级公司AAA信用债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932284CNY050.CSI,短期投资级公司AAA信用债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932284CNY060.CSI,短期投资级公司AAA信用债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932285.CSI,0-3投资级公司AAA信用债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932285CNY040.CSI,0-3投资级公司AAA信用债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932285CNY050.CSI,0-3投资级公司AAA信用债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932285CNY060.CSI,0-3投资级公司AAA信用债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932286.CSI,0-5投资级公司AAA信用债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932286CNY040.CSI,0-5投资级公司AAA信用债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932286CNY050.CSI,0-5投资级公司AAA信用债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932286CNY060.CSI,0-5投资级公司AAA信用债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932287.CSI,投资级公司产业债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932287CNY040.CSI,投资级公司产业债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932287CNY050.CSI,投资级公司产业债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932287CNY060.CSI,投资级公司产业债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932288.CSI,投资级公司AAA产业债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932288CNY040.CSI,投资级公司AAA产业债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932288CNY050.CSI,投资级公司AAA产业债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932288CNY060.CSI,投资级公司AAA产业债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932289.CSI,短期投资级公司AAA产业债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932289CNY040.CSI,短期投资级公司AAA产业债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932289CNY050.CSI,短期投资级公司AAA产业债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932289CNY060.CSI,短期投资级公司AAA产业债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932290.CSI,0-3投资级公司AAA产业债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932290CNY040.CSI,0-3投资级公司AAA产业债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932290CNY050.CSI,0-3投资级公司AAA产业债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932290CNY060.CSI,0-3投资级公司AAA产业债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932291.CSI,0-5投资级公司AAA产业债,CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932291CNY040.CSI,0-5投资级公司AAA产业债(净),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932291CNY050.CSI,0-5投资级公司AAA产业债(利),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932291CNY060.CSI,0-5投资级公司AAA产业债(税),CSI,中证指数有限公司,债券指数,20171229,20240408,CSI
932292.CSI,太保主动偏股价值基金,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932293.CSI,太保主动偏股均衡基金,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932294.CSI,太保主动偏股成长基金,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932295.CSI,太保主动偏股价值40分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932296.CSI,太保主动偏股价值50分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932297.CSI,太保主动偏股价值60分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932298.CSI,太保主动偏股均衡40分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932299.CSI,太保主动偏股均衡50分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932300.CSI,太保主动偏股均衡60分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932301.CSI,太保主动偏股成长40分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932302.CSI,太保主动偏股成长50分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932303.CSI,太保主动偏股成长60分位,CSI,中证指数有限公司,基金指数,20151231,20240524,CSI
932304.CSI,智选趋势成长50,CSI,中证指数有限公司,策略指数,20131231,20260805,CSI
932304CNY010.CSI,智选趋势成长50全收益,CSI,中证指数有限公司,策略指数,20131231,20260805,CSI
932304CNY020.CSI,智选趋势成长50净收益,CSI,中证指数有限公司,策略指数,20131231,20260805,CSI
932305.CSI,智选高股息,CSI,中证指数有限公司,策略指数,20051230,20240930,CSI
932305CNY010.CSI,智选高股息全收益,CSI,中证指数有限公司,策略指数,20051230,20240930,CSI
932305CNY020.CSI,智选高股息净收益,CSI,中证指数有限公司,策略指数,20051230,20240930,CSI
932306.CSI,战略新兴100,CSI,中证指数有限公司,主题指数,20101231,20240628,CSI
932306CNY010.CSI,战略新兴100全收益,CSI,中证指数有限公司,主题指数,20101231,20240628,CSI
932307.CSI,中国互联网人民币中间价,CSI,中证指数有限公司,主题指数,20131231,20241231,CSI
932308.CSI,红利200,CSI,中证指数有限公司,策略指数,20131231,20240628,CSI
932308CNY010.CSI,红利200全收益,CSI,中证指数有限公司,策略指数,20131231,20240628,CSI
932308CNY020.CSI,红利200净收益,CSI,中证指数有限公司,策略指数,20131231,20240628,CSI
932309.CSI,红利增长,CSI,中证指数有限公司,策略指数,20131231,20171211,CSI
932309CNY010.CSI,红利增长全收益,CSI,中证指数有限公司,策略指数,20131231,20171211,CSI
932309CNY020.CSI,红利增长净收益,CSI,中证指数有限公司,策略指数,20131231,20240527,CSI
932310.CSI,国债及政金债7-20,CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932310CNY030.CSI,国债及政金债7-20(全),CSI,中证指数有限公司,债券指数,20071231,20260626,CSI
932310CNY040.CSI,国债及政金债7-20(净),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932310CNY050.CSI,国债及政金债7-20(利),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932311.CSI,国债及政金债7-30,CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932311CNY030.CSI,国债及政金债7-30(全),CSI,中证指数有限公司,债券指数,20071231,20260626,CSI
932311CNY040.CSI,国债及政金债7-30(净),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932311CNY050.CSI,国债及政金债7-30(利),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932312.CSI,国债及政金债17-30,CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932312CNY030.CSI,国债及政金债17-30(全),CSI,中证指数有限公司,债券指数,20071231,20260626,CSI
932312CNY040.CSI,国债及政金债17-30(净),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932312CNY050.CSI,国债及政金债17-30(利),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932313.CSI,国债及政金债17-50,CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932313CNY030.CSI,国债及政金债17-50(全),CSI,中证指数有限公司,债券指数,20071231,20260626,CSI
932313CNY040.CSI,国债及政金债17-50(净),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932313CNY050.CSI,国债及政金债17-50(利),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932314.CSI,国债及政金债27-50,CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932314CNY030.CSI,国债及政金债27-50(全),CSI,中证指数有限公司,债券指数,20071231,20260626,CSI
932314CNY040.CSI,国债及政金债27-50(净),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932314CNY050.CSI,国债及政金债27-50(利),CSI,中证指数有限公司,债券指数,20071231,20240909,CSI
932315.CSI,中证红利质量,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932315CNY010.CSI,中证红利质量全收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932315CNY020.CSI,中证红利质量净收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932316.CSI,300红利质量,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932316CNY010.CSI,300红利质量全收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932316CNY020.CSI,300红利质量净收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932317.CSI,500红利质量,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932317CNY010.CSI,500红利质量全收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932317CNY020.CSI,500红利质量净收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932318.CSI,800红利质量,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932318CNY010.CSI,800红利质量全收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932318CNY020.CSI,800红利质量净收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932319.CSI,1000红利质量,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932319CNY010.CSI,1000红利质量全收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932319CNY020.CSI,1000红利质量净收益,CSI,中证指数有限公司,策略指数,20131231,20240708,CSI
932320.CSI,港股国企50,CSI,中证指数有限公司,主题指数,20161230,20240711,CSI
932320CNY100.CSI,港股国企50CNYCPR,CSI,中证指数有限公司,主题指数,20161230,20240711,CSI
932320CNY110.CSI,港股国企50CNYCPR(全),CSI,中证指数有限公司,主题指数,20161230,20240711,CSI
932320CNY200.CSI,港股国企50CNY,CSI,中证指数有限公司,主题指数,20161230,20240711,CSI
932320CNY210.CSI,港股国企50(全)CNY,CSI,中证指数有限公司,主题指数,20161230,20240711,CSI
932320HKD210.CSI,港股国企50(全),CSI,中证指数有限公司,主题指数,20161230,20240711,CSI
932321.CSI,港股国企综指,CSI,中证指数有限公司,主题指数,20161230,20240730,CSI
932321CNY100.CSI,港股国企综指CNYCPR,CSI,中证指数有限公司,主题指数,20161230,20240730,CSI
932321CNY110.CSI,港股国企综指CNYCPR(全),CSI,中证指数有限公司,主题指数,20161230,20240730,CSI
932321CNY200.CSI,港股国企综指CNY,CSI,中证指数有限公司,主题指数,20161230,20240730,CSI
932321CNY210.CSI,港股国企综指(全)CNY,CSI,中证指数有限公司,主题指数,20161230,20240730,CSI
932321HKD210.CSI,港股国企综指(全),CSI,中证指数有限公司,主题指数,20161230,20240730,CSI
