ts_code,indx_name,indx_csname,pub_party_name,api,p0,p1,price_return,cagr
000050.SH,上证50等权重指数,50等权,中证指数有限公司,index_daily,2174.9274,2256.8732,0.03767748753360678,0.0037053509835540677
399019.SZ,创业板200指数,创业200,深圳证券信息有限公司、深圳证券交易所,index_daily,4248.3596,4404.9225,0.03685255363034701,0.0036255297540646048
980018.SZ,国证商用卫星通信产业指数,卫星通信,深圳证券信息有限公司,index_daily,4112.629,4263.8517,0.03677032380017753,0.003617570001060111
000135.SH,上证180高贝塔指数,180高贝,中证指数有限公司,index_daily,6550.0904,6740.1379,0.029014485051992445,0.002864247498667538
000814.SH,中证细分医药产业主题指数,细分医药,中证指数有限公司,index_daily,8503.5845,8724.0462,0.025925737552205064,0.002562814767212984
399602.SZ,中小300成长指数,中小成长,深圳证券信息有限公司,index_daily,1289.484,1318.536,0.022529942209442044,0.002230472996244126
931594.CSI,中证卫星产业指数,卫星产业,中证指数有限公司,index_daily,831.6943,848.2897,0.019953725786024945,0.0019776789715628684
399422.SZ,中关村A股综合指数,中关村A指,深圳证券信息有限公司,index_daily,3495.5106,3555.7458,0.017232160589071066,0.001709997465718871
931402.CSI,中证证券公司先锋策略指数,证券先锋,中证指数有限公司、上海证券交易所,index_daily,1776.5812,1798.3387,0.0122468367896722,0.0012179862430348187
000934.SH,中证金融地产指数,800金地,中证指数有限公司,index_daily,5547.3317,5615.1803,0.012230853258693664,0.0012164052934255931
000995.CSI,中证全指公用事业指数,全指公用,中证指数有限公司,index_daily,2532.3428,2548.1566,0.006244731163569162,0.0006227251754837848
399967.SZ,中证军工指数,中证军工,中证指数有限公司,index_daily,11155.699,11201.9267,0.004143864046529,0.00041361570413345206
000992.SH,中证全指金融地产指数,金融地产,中证指数有限公司,index_daily,5426.3319,5357.7495,-0.012638814076227134,-0.0012711277622728945
000988.CSI,中证全指工业指数,全指工业,中证指数有限公司,index_daily,3927.7274,3832.4105,-0.024267697396718635,-0.0024536858107229165
930986.CSI,中证金融科技主题指数,金融科技,中证指数有限公司,index_daily,2311.3399,2233.8126,-0.03354214583497639,-0.0034059453584480703
399438.SZ,国证绿色电力指数,绿色电力,深圳证券信息有限公司,index_daily,2064.493,1981.5085,-0.04019606750906879,-0.00409422096700951
399966.SZ,中证800证券保险指数,800证保,中证指数有限公司,index_daily,5813.344,5578.6053,-0.040379289441670685,-0.00411323396040153
980034.CNI,国证工业软件主题指数,工业软件,深圳证券信息有限公司,index_daily,3157.3035,3019.5308,-0.04363619145261133,-0.00445174999893494
000827.SH,中证环保产业指数,中证环保,中证指数有限公司、上海证券交易所,index_daily,1785.6173,1706.9579,-0.04405165653356957,-0.004495007220760239
930821.CSI,中证虚拟现实主题指数,中证VR,中证指数有限公司,index_daily,3522.8098,3311.6672,-0.05993585007058855,-0.006161654809180517
980076.SZ,国证通用航空产业指数,通用航空,深圳证券信息有限公司,index_daily,2838.6124,2653.4955,-0.06521386998802658,-0.006721063319492293
931521.CSI,中证智选航空航天科技指数,智选航空航天科技,中证指数有限公司,index_daily,2713.6699,2515.31,-0.07309654722558556,-0.007561851151245524
930910.CSI,中证全指农牧渔指数,农牧渔,中证指数有限公司,index_daily,9004.313,8335.088,-0.0743227162360971,-0.007693215632949113
399814.SZ,中证大农业指数,大农业,中证指数有限公司,index_daily,1179.767,1072.0991,-0.09126200342949087,-0.00952420064156878
399437.SZ,国证证券龙头指数,证券龙头,深圳证券信息有限公司,index_daily,6560.564,5896.0027,-0.10129636720257595,-0.010623365410356023
930651.CSI,中证计算机主题指数,CS计算机,中证指数有限公司,index_daily,8220.9124,7371.6713,-0.10330253610292695,-0.01084444533445672
930726.CSI,中证生物医药指数,CS生医,中证指数有限公司,index_daily,2915.2518,2591.2282,-0.11114772315722432,-0.011713281581213097
000991.SH,中证全指医药卫生指数,全指医药,中证指数有限公司,index_daily,9932.7337,8785.7728,-0.1154728330227961,-0.012195233122095694
931778.CSI,中证农牧主题指数,农牧主题,中证指数有限公司,index_daily,1572.2492,1387.6819,-0.11739061466846346,-0.012409612595898789
931412.CSI,中证证券公司30指数,证券公司30,中证指数有限公司,index_daily,1615.3525,1422.1057,-0.11963134981374024,-0.012660625189225505
H30192.CSI,中证全指食品指数,食品,中证指数有限公司,index_daily,5933.8749,5220.2627,-0.12026074226809191,-0.012731234696207516
399973.SZ,中证国防指数,中证国防,中证指数有限公司,index_daily,1735.2981,1520.1618,-0.12397656633174436,-0.013149029908257948
930608.CSI,中证基建指数,中证基建,中证指数有限公司,index_daily,8372.5625,7333.9306,-0.12405185389777629,-0.013157511471452166
000852.SH,中证1000指数,中证1000,中证指数有限公司,index_daily,8724.9417,7601.8044,-0.128727198257382,-0.013685504807620319
399994.SZ,中证信息安全主题指数,信息安全,中证指数有限公司,index_daily,1852.418,1603.7889,-0.13421868066494702,-0.014308932105724148
000933.SH,中证医药卫生指数,800医卫,中证指数有限公司,index_daily,9405.4391,8109.6753,-0.137767496681787,-0.014713711607745372
H30202.CSI,中证全指软件指数,软件指数,中证指数有限公司,index_daily,13333.2766,11496.0972,-0.13778904129237068,-0.014716173571079572
000945.CSI,中证内地运输主题指数,内地运输,中证指数有限公司,index_daily,1615.7372,1388.5165,-0.14062973854906602,-0.01504127398324151
H30178.CSI,中证全指医疗保健设备与服务指数,医疗保健,中证指数有限公司,index_daily,14251.9717,12185.8207,-0.1449729934560563,-0.015540207627163793
399441.SZ,国证生物医药指数,生物医药,深圳证券信息有限公司,index_daily,2686.693,2283.4256,-0.15009805735154713,-0.01613189423858885
930625.CSI,中证沪港深互联网指数,SHS互联网,中证指数有限公司,index_daily,2786.1936,2364.7648,-0.15125610797469358,-0.016266035394247425
931009.CSI,中证全指建筑材料指数,建筑材料,中证指数有限公司,index_daily,5943.6529,5023.9876,-0.15473065393842222,-0.016669495370045695
399975.SZ,中证全指证券公司指数,证券公司,中证指数有限公司,index_daily,882.8529,739.5515,-0.16231628168180678,-0.01755554129657322
930707.CSI,中证畜牧养殖指数,中证畜牧,中证指数有限公司,index_daily,2199.6845,1839.1827,-0.1638879575684603,-0.017740024944686184
980015.SZ,国证疫苗与生物科技指数,疫苗生科,深圳证券信息有限公司,index_daily,7296.8685,6086.5489,-0.1658683584608932,-0.01797292973933562
H30171.CSI,中证全指运输指数,运输指数,中证指数有限公司,index_daily,1821.37,1517.1788,-0.16701230392506738,-0.018107690159016365
931023.CSI,中证北京50指数,北京50,中证指数有限公司,index_daily,1969.6546,1625.1823,-0.1748896989350316,-0.019040221073644115
H30255.CSI,中证500医药卫生指数,500医药,中证指数有限公司,index_daily,12905.5138,10606.4497,-0.17814587901180667,-0.019428032051675537
CN5082.CNI,国证航天航空行业指数,国证航天,深圳证券信息有限公司,index_daily,6686.2224,5443.1343,-0.18591785101255387,-0.020359292747921143
000989.SH,中证全指可选消费指数,全指可选,中证指数有限公司,index_daily,5694.0672,4611.2915,-0.19015857417348359,-0.020870808172671618
399989.SZ,中证医疗指数,中证医疗,中证指数有限公司,index_daily,8730.6395,6893.3077,-0.21044641689763954,-0.023351784495217465
399433.SZ,国证交通运输行业指数,国证交运,深圳证券信息有限公司,index_daily,1995.207,1571.6992,-0.21226258729044156,-0.02357667085263615
950105.CSI,上证证券行业指数,上证证券,中证指数有限公司、上海证券交易所,index_daily,1563.2574,1218.4507,-0.220569370085822,-0.02461123951205535
930606.CSI,中证钢铁指数,中证钢铁,中证指数有限公司,index_daily,1185.5263,916.2823,-0.22710925940656068,-0.025432755687052833
950096.CSI,中证上海国企指数,上海国企,中证指数有限公司、上海证券交易所,index_daily,1712.3486,1316.8299,-0.23098024549440466,-0.025921966602545088
931241.CSI,中证家居家电指数,家居家电,中证指数有限公司,index_daily,1766.6335,1348.6688,-0.23658823406213003,-0.02663464370334967
399275.SZ,创业板医药卫生指数,创医药,深圳证券信息有限公司、深圳证券交易所,index_daily,3145.688,2376.1461,-0.24463389249029155,-0.0276653791827306
930641.CSI,中证中药指数,中证中药,中证指数有限公司,index_daily,11385.1181,8522.545,-0.2514311292036575,-0.028543907500469867
930701.CSI,中证京津冀协同发展主题指数,CS京津冀,中证指数有限公司,index_daily,2177.7931,1594.1233,-0.2680097572170652,-0.030717148685042495
930902.CSI,中证大数据产业指数,中证数据,中证指数有限公司、上海证券交易所,index_daily,4077.2565,2880.0155,-0.29363887211903394,-0.03416557868611503
930725.CSI,中证车联网主题指数,CS车联网,中证指数有限公司,index_daily,1673.2349,1179.9995,-0.2947795315529218,-0.03432165884008387
930662.CSI,中证现代农业主题指数,CS现代农,中证指数有限公司,index_daily,1266.3018,892.3874,-0.29528063531142423,-0.03439029834615359
950082.CSI,上证上海改革发展主题指数,上海改革,中证指数有限公司,index_daily,3071.843,2091.9529,-0.318990944524183,-0.037689357807898394
930716.CSI,中证现代物流指数,CS物流,中证指数有限公司,index_daily,1835.1683,1248.1499,-0.31987169787098013,-0.03781388654727691
H30217.CSI,中证全指医疗器械指数,医疗器械,中证指数有限公司,index_daily,13367.9858,8864.4093,-0.3368926753348287,-0.04024942161240619
931481.CSI,中证沪港深线上消费主题指数,SHS线上消费,中证指数有限公司,index_daily,1289.5497,845.3759,-0.34444100913675524,-0.04134756924024385
399995.SZ,中证基建工程指数,基建工程,中证指数有限公司,index_daily,5425.489,3550.3803,-0.34561100391135247,-0.0415188002313025
399812.SZ,中证养老产业指数,养老产业,中证指数有限公司、上海证券交易所,index_daily,8325.804,5404.0045,-0.3509330149977108,-0.042301180883606904
931456.CSI,中证全球中国教育主题指数,中国教育,中证指数有限公司、上海证券交易所,index_daily,1654.4135,1039.7165,-0.371549796952213,-0.04538756543448563
931523.CSI,中证沪港深动漫游戏指数,SHS动漫游戏,中证指数有限公司,index_daily,1360.4833,810.9353,-0.4039358660264335,-0.05042494124891339
931480.CSI,中证线上消费主题指数,线上消费,中证指数有限公司,index_daily,1247.5704,680.211,-0.45477145017227083,-0.05885214041953857
930633.CSI,中证旅游主题指数,中证旅游,中证指数有限公司,index_daily,4271.4135,2253.121,-0.47251161705604006,-0.061960147001221544
H30182.CSI,中证全指计算机指数,计算机,中证指数有限公司,index_daily,11110.3212,5840.6986,-0.4742997529180345,-0.06227861978232607
H30365.CSI,中证文娱传媒指数,文娱传媒,中证指数有限公司、上海证券交易所,index_daily,1498.0957,767.2411,-0.48785574913538576,-0.06472520583051622
399361.SZ,国证在线消费指数,在线消费,深圳证券信息有限公司,index_daily,6312.4833,3138.7672,-0.5027682370264648,-0.06748487128156289
399971.SZ,中证传媒指数,中证传媒,中证指数有限公司,index_daily,2405.7706,1191.7977,-0.5046087519732763,-0.06783062022801023
930601.CSI,中证软件服务指数,中证软件,中证指数有限公司,index_daily,10047.3921,4889.9119,-0.5133153109452153,-0.06948202185271268
H30020.CSI,中证800食品饮料指数,800食品,中证指数有限公司,index_daily,10209.2366,4722.1346,-0.537464476041235,-0.07420568555828366
931580.CSI,中证沪港深游戏及文化传媒指数,SHS游戏传媒,中证指数有限公司,index_daily,1297.3938,580.4571,-0.5525975998960377,-0.07728021907497606
930901.CSI,中证动漫游戏指数,动漫游戏,中证指数有限公司、上海证券交易所,index_daily,4018.8953,1571.7511,-0.6089096672909096,-0.08960951905920922
931775.CSI,中证全指房地产指数,房地产,中证指数有限公司,index_daily,6839.9663,2394.0873,-0.6499855123555214,-0.09965573596925037
000816.CSI,中证细分房地产产业主题指数,细分地产,中证指数有限公司,index_daily,6528.2864,2184.2545,-0.6654168695785161,-0.10370617572436969
930781.CSI,中证影视主题指数,中证影视,中证指数有限公司,index_daily,4150.0257,1262.6887,-0.6957395468659386,-0.11218076336977356
399965.SZ,中证800地产指数,800地产,中证指数有限公司,index_daily,7015.446,2064.7669,-0.70568273207434,-0.11512571515720327
000948.CSI,中证内地地产主题指数,内地地产,中证指数有限公司,index_daily,6892.7678,2020.2746,-0.7068993677692146,-0.11549218278953433
